name,latitude,longitude,average_cost_for_two,price_range,aggregate_rating,votes,cuisines,highlights,all_reviews_count,photo_count
Delight Ice Cream,18.5658473285,73.9153138921,250,1,3.6,1602,"Ice Cream, Desserts, Beverages","['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Sugar Free Options', 'Pure Veg', 'Indoor Seating', 'Desserts and Bakes']",31,44
Sevensisters Momo,18.5658130031,73.9154617488,500,2,3.6,9177,"Momos, Chinese, Desserts, Beverages","['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Indoor Seating']",231,138
Cake Shake,18.5660510560,73.9153739065,400,1,3.9,1674,"Bakery, Desserts, Fast Food, Ice Cream, Beverages","['Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Delivery', 'Breakfast', 'Outdoor Seating', 'Pre-Ordering Required', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",136,233
Masala Art,18.5654800000,73.9160050000,500,2,3.8,181,North Indian,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Digital Payments Accepted']",20,7
OC - The Oriental Cuisine,18.5652840000,73.9160310000,650,2,3.6,160,"Chinese, Asian, Thai, Rolls","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted']",41,89
Fat Boy,18.5715700400,73.9114521816,400,1,2.4,43,"Pizza, Burger, Fast Food","['Dinner', 'Delivery', 'No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",4,0
Monty's Kitchen,18.5731810475,73.9118471369,500,2,0,9,"North Indian, Chinese","['Dinner', 'Debit Card', 'Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",1,0
Hong-Kong Noodle Company,18.5733410000,73.9105040000,600,2,0,1,Chinese,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery']",0,1
The Urban Chulah,18.5698261684,73.9136475697,600,2,3.3,6244,North Indian,"['Delivery', 'No Alcohol Available', 'Dinner', 'Cash', 'Lunch']",128,84
Meal Mafia,18.5685740000,73.9120353000,500,2,4.4,165,"North Indian, Chinese, Fast Food","['No Alcohol Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",35,32
Dilliwale,18.5710170000,73.9084930000,250,1,0,1,North Indian,"['No Seating Available', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Digital Payments Accepted']",1,0
Quick Bites,18.5650000000,73.9075260000,300,1,0,0,"Chinese, Fast Food","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
The Churro Co.,18.5650000000,73.9075260000,600,2,3.7,242,"Cafe, Italian, Continental, Pizza, Desserts","['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Free Parking', 'Free Wifi', 'Air Conditioned', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating', 'Digital Payments Accepted', 'Kid Friendly']",83,83
E Hide Cafe,18.5652946250,73.9074486494,500,2,3.6,2709,"Cafe, North Indian, Burger, Italian, Fast Food, Beverages","['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table Reservation Not Required', 'Wifi', 'Air Conditioned']",98,98
Moushi Stall,18.5654380000,73.9074320000,100,1,0,0,Street Food,"['Dinner', 'Standing Tables', 'Takeaway Available', 'Breakfast', 'Lunch', 'Cash', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg']",0,0
Vintage Thali,18.5659430000,73.9074390000,200,1,0,1,North Indian,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",0,0
Paratha Lord,18.5659430000,73.9074390000,300,1,0,1,"North Indian, Chinese, South Indian, Continental","['Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Indoor Seating']",0,0
The Buns & Rolls Company,18.5659430000,73.9074390000,300,1,0,16,"Burger, Rolls","['Takeaway Available', 'Dinner', 'Lunch', 'No Seating Available', 'Cash', 'Delivery']",2,0
Toit,18.5539143839,73.9052274451,1500,3,4.7,1047,"Modern Indian, American, Italian","['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Outdoor Seating', 'Digital Payments Accepted', 'Pet Friendly', 'Wifi', 'Poolside', 'Live Music', 'Fullbar', 'Table booking recommended', 'Smoking Area', 'Indoor Seating', 'Air Conditioned']",448,546
The Fishbowl - Hyatt Pune,18.5545443615,73.9047506824,2000,4,4.0,154,Finger Food,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Nightlife', 'Fullbar', 'Indoor Seating', 'LGBTQIA Friendly', 'Wheelchair Accessible', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned']",57,32
Baan Tao - Hyatt Pune,18.5545500828,73.9047493413,3000,4,4.5,739,"Chinese, Thai, Vietnamese, Malaysian, Asian, Salad","['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'Buffet', 'Valet Parking Available', 'Outdoor Seating', 'Romantic Dining', 'Air Conditioned', 'Wheelchair Accessible', 'Fullbar', 'Indoor Seating', 'Table booking recommended']",418,1285
Eighty Eight - Hyatt Pune,18.5545532613,73.9047473297,2600,4,3.8,312,"Continental, North Indian, Italian, Healthy Food","['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', '4/5 Star', 'Wheelchair Accessible', 'Buffet', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",202,713
Le Flamington,18.5535202494,73.9057544991,600,2,4.9,614,"Bakery, European","['Takeaway Available', 'Credit Card', 'Lunch', 'Cash', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Air Conditioned', 'LGBTQIA Friendly', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Keto Options', 'Gluten Free Options', 'Outdoor Seating']",309,894
Barbeque Ville,18.5536403970,73.9059409127,1000,3,4.4,2320,"North Indian, BBQ","['Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Private Dining Area Available', 'Fullbar', 'Table booking recommended', 'Wifi', 'Buffet']",1702,680
Royalz,18.5547310000,73.9054710000,250,1,4.5,123,"Chinese, Rolls, Fast Food","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash']",42,1
Mr P's Kitchen,18.5544070508,73.9058882743,300,1,0,0,Fast Food,"['Breakfast', 'Cash', 'Takeaway Available', 'Dinner', 'Lunch', 'Delivery', 'Digital Payments Accepted', 'Indoor Seating']",0,0
Kaka Halwai Sweet Center,18.5543928000,73.9059260000,200,1,0,0,"Mithai, Street Food","['Standing Tables', 'Delivery', 'Cash', 'Takeaway Available', 'Desserts and Bakes', 'Digital Payments Accepted']",0,0
Cakeman,18.5544204004,73.9059419185,500,2,4.3,1702,"Bakery, Desserts","['No Seating Available', 'Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Digital Payments Accepted', 'Desserts and Bakes']",166,166
Fuel Station,18.5524366927,73.9061668888,350,1,0,1,"Fast Food, Pizza","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Atithi,18.5502352301,73.9043429866,1000,3,3.1,57,"North Indian, Chinese, Continental","['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', 'Fullbar', 'Air Conditioned', 'Buffet']",34,67
Khanabadosh,18.5510705560,73.9081557468,600,2,3.5,8079,"North Indian, Maharashtrian, Konkan, Biryani, Malwani","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",304,87
Indian Food Company,18.5510587953,73.9081527293,500,2,3.3,758,"North Indian, Maharashtrian","['Lunch', 'Cash', 'Delivery', 'Dinner']",93,48
Biryanis Of India,18.5510556168,73.9081939682,500,2,3.3,861,"Biryani, North Indian","['No Seating Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card']",79,24
Cafe Colombia,18.5493484071,73.9033043012,1100,3,4.0,2544,"American, Asian, Continental, Italian","['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Live Entertainment', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Live Sports Screening', 'Fullbar', 'Live Music', 'Serves Cocktails', 'Table booking recommended']",687,1208
Cozy Garden,18.5571360815,73.9081889391,550,2,2.6,4,"North Indian, Chinese","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Table Reservation Not Required', 'Indoor Seating']",3,4
Bangalore iyangar's bakery,18.5650325000,73.9171914063,200,1,4.1,2045,"Bakery, Desserts","['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes']",41,17
Cafe Coffee ABK,18.5649580000,73.9171420000,500,2,3.7,15,"Cafe, Fast Food, Street Food, Beverages","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Smoking Area']",3,2
The Northern Frontier,18.5532751863,73.8997336105,1100,3,4.2,4485,"Kashmiri, North Indian, Mughlai, Seafood","['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Table Reservation Not Required', 'Smoking Area']",484,394
Barbeque Nation,18.5525419020,73.8997540623,1700,3,4.7,3486,"North Indian, Mughlai, Salad, Kebab, BBQ","['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Credit Card', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Buffet', 'Fullbar', 'Table booking recommended']",2213,1750
Amar Foods,18.5522830000,73.8977110000,100,1,0,0,Street Food,"['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
Crosta Cakes and Chocolates,18.5518187858,73.8976106420,300,1,3.6,15,"Desserts, Fast Food, Bakery","['Cash', 'Debit Card', 'Delivery', 'No Seating Available', 'Credit Card', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Pure Veg', 'Desserts and Bakes', 'Air Conditioned', 'Digital Payments Accepted']",8,25
Shree Inn,18.5518378570,73.8975358754,400,1,3.5,148,"North Indian, South Indian, Chinese","['Lunch', 'Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted', 'Pure Veg', 'Indoor Seating']",16,21
Gurunanak Dairy And Sweets,18.5518203751,73.8975207880,200,1,3.9,2170,"Mithai, Street Food","['No Seating Available', 'Delivery', 'Breakfast', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Pure Veg', 'Desserts and Bakes']",112,30
New Crown Bakers,18.5528826396,73.8969417661,150,1,3.1,9,"Bakery, Desserts","['No Seating Available', 'Takeaway Available', 'Cash', 'Desserts and Bakes']",2,12
Akshay Refreshments,18.5515457490,73.8974839076,300,1,0,2,"Mithai, Fast Food, Street Food, Chinese","['Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Dinner', 'Outdoor Seating', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted']",1,0
The Cafe Irani Stall,18.5536683678,73.8967731223,200,1,3.1,7,"Street Food, Fast Food","['Cash', 'Takeaway Available', 'Delivery', 'Breakfast', 'Indoor Seating', 'Digital Payments Accepted']",1,3
The Flour Works,18.5496967797,73.9009352401,1300,3,4.0,2619,"European, American, Bakery, Salad, Beverages, Sandwich, Italian, Desserts","['Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Dinner', 'Table booking recommended', 'Wifi', 'Valet Parking Available', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating']",1325,2614
Callow,18.5493763787,73.9010908082,650,2,3.5,125,"Cafe, Salad, Healthy Food, Juices, Burger, Wraps, Pizza","['Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Smoking Area', 'Vegan Options', 'Board Games', 'Indoor Seating', 'Table booking for Groups', 'Kid Friendly', 'Gluten Free Options', 'Outdoor Seating', 'Home Baker', 'Air Conditioned', 'Keto Options', 'Pet Friendly']",63,175
Reve Patisserie,18.5489711086,73.9009952545,450,1,4.1,139,"Bakery, Desserts","['Delivery', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Desserts and Bakes']",99,91
Dario's Trattoria,18.5490032124,73.9005047455,1600,3,3.9,2690,"Italian, Pizza, Salad, Healthy Food, Mexican, Cafe, Desserts, Continental","['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Private Dining Area Available', 'Fullbar', 'Romantic Dining', 'Table booking recommended', 'Kid Friendly', 'Pet Friendly', 'Smoking Area']",363,751
London Muffin,18.5492190386,73.9019756019,500,2,4.2,349,"Bakery, Desserts, Fast Food, Rolls","['Takeaway Available', 'Breakfast', 'Debit Card', 'Cash', 'Delivery', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Indoor Seating', 'Brunch', 'Desserts and Bakes']",77,222
"Orgee Cafe, Bar And Kitchen",18.5495910000,73.9024960000,1200,3,3.8,19,"European, Italian, Continental, Desserts, Beverages","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Outdoor Seating', 'Air Conditioned', 'Smoking Area', 'Indoor Seating', 'Wifi']",18,13
Calicut Biryani,18.5492339780,73.9024744928,300,1,3.8,11,"Biryani, South Indian","['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",3,12
Kerala Cafe,18.5492339780,73.9024744928,700,2,4.1,2807,"Kerala, South Indian, Seafood","['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Fullbar', 'Live Music', 'Table booking recommended', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned']",1296,610
Mandala Hot Pot Culture,18.5483121851,73.9002341777,600,2,4.0,142,"Asian, Chinese, Japanese","['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",97,223
The Bombay Bunglow,18.5491560000,73.9025070000,1200,3,0,3,"North Indian, Continental, Beverages","['Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Table booking recommended', 'LGBTQIA Friendly', 'Desserts and Bakes', 'Fullbar', 'Serves Cocktails', 'Air Conditioned']",3,8
Rolls Corner,18.5486843993,73.9022612572,200,1,0,0,"Rolls, Fast Food","['Dinner', 'Debit Card', 'Cash', 'Takeaway Available', 'Lunch', 'Credit Card', 'Indoor Seating', 'Free Parking']",0,0
Guavaz Crravings The Sundae Lounge,18.5481205152,73.9004373550,400,1,3.5,59,Desserts,"['Delivery', 'Cash', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Sugar Free Options', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned']",27,28
Bengal Kitchen,18.5475369217,73.9058876038,350,1,0,3,"Maharashtrian, North Indian","['Lunch', 'Delivery', 'Dinner', 'Cash', 'Digital Payments Accepted']",3,0
Sharma Shegaon Kachori & Snacks Center,18.5572840000,73.9085380000,100,1,0,18,Street Food,"['Cash', 'Takeaway Available', 'Delivery', 'Outdoor Seating']",1,0
Shegaon Kachori Center,18.5573394567,73.9085189580,150,1,0,0,"Street Food, Fast Food","['Lunch', 'Takeaway Available', 'Dinner', 'Cash', 'Breakfast', 'Free Parking', 'Digital Payments Accepted', 'Outdoor Seating']",0,0
Royal Baking Co,18.5481325939,73.9041438326,350,1,4.2,8090,"Bakery, Desserts","['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Free Parking', 'Digital Payments Accepted', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating']",460,856
Sonu Shakewala,18.5481319582,73.9041478559,300,1,3.8,34,"Beverages, Desserts","['Takeaway Available', 'No Seating Available', 'Cash', 'Delivery', 'Digital Payments Accepted']",2,15
Uncle Da Dhaba,18.5481058936,73.9041512087,500,2,4.3,189,"North Indian, Chinese","['Cash', 'Takeaway Available', 'Credit Card', 'No Seating Available', 'Dinner', 'Delivery', 'Debit Card', 'Lunch', 'Digital Payments Accepted', 'Pure Veg']",19,34
Pergola Kitchen & Bar,18.5474596813,73.9032134414,1200,3,4.1,183,"Italian, North Indian, Fast Food, Continental, Beverages","['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Fullbar', 'Digital Payments Accepted', 'Indoor Seating']",133,144
Tiger Trail - Hotel Royal Orchid Central,18.5462950307,73.9065427333,1500,3,3.3,54,"North Indian, Mughlai, Maharashtrian","['Takeaway Available', 'Dinner', 'Debit Card', 'Credit Card', 'Cash', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Kid Friendly', '4/5 Star', 'Table booking recommended', 'Axis Bank - Dining Delights']",29,49
Mix - Hotel Royal Orchid Central,18.5462874020,73.9065537974,2200,4,3.4,15,"Finger Food, Continental, North Indian","['Dinner', 'Credit Card', 'Cash', 'Debit Card', 'Buffet', 'Indoor Seating', 'LGBTQIA Friendly', 'Fullbar', 'Nightlife', 'Air Conditioned', 'Free Parking', 'Table booking recommended']",7,2
Pinxx - Hotel Royal Orchid Central,18.5462556156,73.9066312462,1800,3,3.6,157,"European, North Indian, Asian","['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Delivery', 'Lunch', 'Takeaway Available', 'Breakfast', 'Table booking recommended', 'Kid Friendly', 'Brunch', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Buffet', 'Fullbar']",89,197
MRP,18.5456462686,73.9065266401,1400,3,4.0,383,"Continental, Italian, Chinese, North Indian","['Debit Card', 'Mall Parking', 'Credit Card', 'Dinner', 'Cash', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Smoking Area', 'Fullbar', 'Air Conditioned']",256,392
Kalyani Veg,18.5459364795,73.9057796448,500,2,3.8,1361,"North Indian, South Indian, Fast Food, Chinese, Ice Cream, Beverages","['Takeaway Available', 'Breakfast', 'Lunch', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Air Conditioned', 'Outdoor Seating', 'Indoor Seating']",774,580
UncleJi Thaliwale,18.5468630000,73.9059310000,250,1,0,3,North Indian,"['No Alcohol Available', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'No Seating Available', 'Dinner', 'Cash', 'Digital Payments Accepted', 'Pure Veg']",0,0
Pushkar Sweets,18.5459339366,73.9055590332,150,1,3.9,26,Mithai,"['No Seating Available', 'Cash', 'Takeaway Available', 'Breakfast', 'Delivery', 'Credit Card', 'Debit Card', 'Desserts and Bakes', 'Air Conditioned']",11,11
Speedy Wok,18.5460153100,73.9055278525,950,2,2.7,5,"Asian, Chinese","['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted']",3,30
The Chilika Restaurant,18.5459345723,73.9053689316,550,2,3.7,516,"North Indian, Chinese, Odia","['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted']",54,42
Box Singh,18.5580300000,73.9097140000,400,1,3.7,228,North Indian,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery']",41,16
Shree Krishna Cafe,18.5575302076,73.9096001163,500,2,0,0,"Maharashtrian, North Indian","['Takeaway Available', 'Cash', 'Lunch', 'Debit Card', 'Dinner', 'Credit Card', 'Indoor Seating', 'Outdoor Seating', 'Free Parking', 'Digital Payments Accepted']",0,1
Bhiwandi Zaika,18.5583660000,73.9098760000,400,1,0,0,"North Indian, Mughlai, Chinese","['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,0
Striker's Chinese,18.5581735000,73.9099817000,300,1,3.8,1645,Chinese,"['No Seating Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available']",65,29
Lounge Thali,18.5588040000,73.9103040000,400,1,0,0,"North Indian, Chinese","['Lunch', 'Cash', 'Dinner', 'Delivery']",0,0
The Square - Novotel,18.5583362563,73.9103192836,1700,3,4.2,448,"North Indian, European, Continental, Chinese, Mediterranean, Asian, Italian","['Dinner', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Serves Alcohol', 'Lunch', 'Cash', 'Credit Card', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Fullbar', 'Table booking recommended', 'Buffet']",278,713
Crust Patisserie & Deli - Novotel,18.5583359385,73.9103226364,900,2,3.5,29,"Bakery, Desserts, Beverages, Cafe","['Credit Card', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Air Conditioned', 'Wifi', 'Fullbar', 'Indoor Seating']",17,51
Fuzion - Novotel,18.5583359385,73.9103280008,600,2,3.5,47,Continental,"['Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Dinner', 'Credit Card', 'Table booking recommended', 'Valet Parking Available', 'Air Conditioned', 'Wifi', 'Indoor Seating']",25,130
